Status,Name,Category,Location,Founded,Latest Investment,Round (1 Year),Portfolio,Total Raised
Active,Gravity Ventures,Traditional Fund,United States,2008,"Jul 01, 2022",0,2,--
Active,2048 Ventures,Traditional Fund,United States,2018,"Jul 01, 2022",0,1,--
Active,Atelier Ventures,Traditional Fund,--,--,"Jul 01, 2022",0,6,--
Active,XVC,Traditional Fund,Chinese Mainland,--,"Jul 01, 2022",0,1,--
Active,IQ Protocol,- -,Estonia,2021,"Jul 01, 2022",0,2,--
Active,Wicklow Capital,Traditional Fund,United States,--,"Jun 30, 2022",0,10,--
Active,PieDAO,- -,- -,2020,"Jun 29, 2022",0,1,--
Active,China Creation Ventures（CCV）,Traditional Fund,Chinese Mainland,2017,"Jun 28, 2022",0,1,--
Active,Primavera Ventures,Traditional Fund,Chinese Mainland,2011,"Jun 28, 2022",0,2,--
Active,Westly Group,Traditional Enterprises,--,--,"Jun 28, 2022",0,1,--
Active,Revaia,Traditional Fund,France,--,"Jun 28, 2022",0,1,--
Active,Virtual Protocol,- -,Indonesia,2021,"Jun 28, 2022",0,10,--
Active,Eight Roads,Traditional Fund,--,--,"Jun 28, 2022",0,2,--
Active,Cowen Digital,Traditional Fund,--,--,"Jun 28, 2022",0,1,--
Active,Point Nine,Traditional Fund,Germany,2008,"Jun 28, 2022",0,4,--
Active,Flamingo,- -,Singapore,2020,"Jun 28, 2022",0,2,--
Active,OP Games,- -,- -,2018,"Jun 27, 2022",0,1,--
Active,Northpond Ventures,Traditional Enterprises,--,--,"Jun 27, 2022",0,1,--
Active,Mow Capital,- -,Singapore,2015,"Jun 24, 2022",0,7,--
Active,Kronos Asset Management,Traditional Fund,Brazil,--,"Jun 24, 2022",0,2,--
Active,eBay,Traditional Enterprises,United States,1995,"Jun 22, 2022",0,1,--
Active,Mercato Partners,Traditional Fund,--,--,"Jun 22, 2022",0,1,--
Active,Wellington Management,Others,United States,--,"Jun 22, 2022",0,3,--
Active,Commerce Ventures,Traditional Fund,--,--,"Jun 22, 2022",0,7,--
Active,B Capital,Traditional Fund,--,--,"Jun 22, 2022",0,6,--
Active,Seven Peaks Ventures,Traditional Fund,--,--,"Jun 22, 2022",0,2,--
Active,GIC,Others,Singapore,1981,"Jun 22, 2022",0,6,--
Active,Savannah Fund,Traditional Fund,--,2012,"Jun 21, 2022",0,1,--
Active,Microtraction,Traditional Fund,Federal Republic of Nigeria,2017,"Jun 21, 2022",0,1,--
Active,Atlantica Ventures,Traditional Fund,Federal Republic of Nigeria,2018,"Jun 21, 2022",0,1,--
Active,Audacity Fund,Crypto-Native Fund,United States,--,"Jun 21, 2022",0,3,--
Active,RallyCap Ventures,Traditional Fund,United States,2019,"Jun 21, 2022",0,1,--
Active,Texture,- -,- -,2021,"Jun 20, 2022",0,1,--
Active,Harmony,- -,United States,2018,"Jun 17, 2022",0,4,--
Active,zVentures,Traditional Enterprises,--,--,"Jun 16, 2022",0,4,--
Active,Agya Ventures,Traditional Fund,Japan,--,"Jun 16, 2022",0,1,--
Active,Highstreet Ventures,Traditional Enterprises,--,--,"Jun 16, 2022",0,2,--
Active,Atomico,Traditional Fund,Britain,2006,"Jun 15, 2022",0,6,--
Active,TQ Ventures,Traditional Enterprises,United States,--,"Jun 15, 2022",0,3,--
Active,UniX Gaming,- -,- -,2021,"Jun 13, 2022",0,5,--
Active,Eden Network,- -,- -,2020,"Jun 10, 2022",0,1,--
Active,ODDO BHF,Traditional Enterprises,--,--,"Jun 10, 2022",0,1,--
Active,Yield Yak,- -,- -,--,"Jun 10, 2022",0,4,--
Active,Supra,- -,India,2020,"Jun 10, 2022",0,1,--
Active,Lightspeed China Partners,Traditional Fund,Chinese Mainland,2011,"Jun 10, 2022",0,4,--
Active,Inventure,Traditional Fund,--,--,"Jun 09, 2022",0,1,--
Active,Stablenode,- -,- -,2021,"Jun 09, 2022",0,9,--
Active,Jubi,- -,- -,2013,"Jun 09, 2022",0,4,--
Active,Hoo Labs,Crypto Projects Venture,--,--,"Jun 09, 2022",0,8,--
Active,Xiaohongshu,Traditional Enterprises,Chinese Mainland,--,"Jun 09, 2022",0,1,--
Active,Vibe Capital,Traditional Fund,United States,--,"Jun 09, 2022",0,1,--
Active,Powerhouse Capital,Traditional Fund,United States,--,"Jun 09, 2022",0,1,--
Active,Fifth Wall,Traditional Fund,--,2016,"Jun 08, 2022",0,3,--
Active,IA Ventures,Traditional Fund,United States,--,"Jun 08, 2022",0,2,--
Active,Mighty Jaxx,- -,Singapore,2012,"Jun 08, 2022",0,1,--
Active,Tensility Ventures,Traditional Fund,United States,2016,"Jun 08, 2022",0,1,--
Active,Viction,- -,Singapore,2017,"Jun 08, 2022",0,4,--
Active,DAOvergence,- -,- -,2021,"Jun 08, 2022",0,5,--
Active,PKO Investments,Traditional Fund,--,--,"Jun 08, 2022",0,7,--
Active,Tranching Protocol,- -,- -,2020,"Jun 08, 2022",0,1,--
Active,Zilliqa,- -,Singapore,2017,"Jun 08, 2022",0,3,--
Active,Whitecap Venture Partners,Traditional Fund,Canada,--,"Jun 07, 2022",0,1,--
Active,Divergence Ventures,Crypto-Native Fund,--,2020,"Jun 07, 2022",0,57,--
Active,Kintsugi,- -,- -,--,"Jun 07, 2022",0,1,--
Active,NewBuild VC,Traditional Fund,--,--,"Jun 07, 2022",0,1,--
Active,JAFCO Investment,Traditional Fund,--,--,"Jun 05, 2022",0,7,--
Active,Unusual Ventures,Traditional Enterprises,United States,2018,"Jun 03, 2022",0,2,--
Active,Astronaut Capital,Crypto-Native Fund,--,--,"Jun 02, 2022",0,11,--
Active,Crypto Gaming United,- -,- -,2021,"Jun 02, 2022",0,2,--
Active,Crypto Gaming United,- -,- -,2021,"Jun 02, 2022",0,2,--
Active,OliveX,- -,- -,2018,"Jun 02, 2022",0,2,--
Active,Hillrise Group,Crypto-Native Fund,--,--,"Jun 01, 2022",0,11,--
Active,Panda Capital,Traditional Fund,Chinese Mainland,2015,"Jun 01, 2022",0,3,--
Active,nfr,Crypto-Native Fund,--,--,"Jun 01, 2022",0,3,--
Active,Pace Capital,Crypto-Native Fund,United States,--,"Jun 01, 2022",0,3,--
Active,100x Ventures,Crypto Projects Venture,--,--,"Jun 01, 2022",0,6,--
Active,AKG Venture,Crypto-Native Fund,--,2018,"Jun 01, 2022",0,2,--
Active,ParagonsDAO,- -,- -,2021,"Jun 01, 2022",0,1,--
Active,Hot DAO,Crypto Projects Venture,--,2021,"Jun 01, 2022",0,12,--
Active,SoftBank Vision Fund,Traditional Fund,Japan,2017,"Jun 01, 2022",0,15,--
Active,Operator Partners,Traditional Fund,--,--,"May 31, 2022",0,3,--
Active,Canvas Ventures,Traditional Fund,--,--,"May 31, 2022",0,2,--
Active,Neotribe Ventures,Traditional Fund,--,--,"May 31, 2022",0,3,--
Active,NewView Capital,Traditional Fund,--,--,"May 31, 2022",0,3,--
Active,Aspenwood Ventures,Traditional Fund,--,--,"May 31, 2022",0,2,--
Active,Headline Ventures,Traditional Fund,--,--,"May 31, 2022",0,4,--
Active,Founders Factory Africa,Traditional Fund,South Africa,2019,"May 30, 2022",0,1,--
Active,Adara Ventures,Traditional Fund,--,2005,"May 30, 2022",0,2,--
Active,Kon Ventures,Traditional Fund,--,--,"May 30, 2022",0,1,--
Active,Nogle Capital,Traditional Enterprises,Taiwan,--,"May 30, 2022",0,1,--
Active,WinZO,Traditional Enterprises,India,--,"May 30, 2022",0,3,--
Active,HashVerse Capital,Crypto-Native Fund,--,--,"May 29, 2022",0,3,--
Active,Rawtech Ventures,Crypto-Native Fund,--,--,"May 29, 2022",0,2,--
Active,NFV,Crypto-Native Fund,--,2020,"May 29, 2022",0,8,--
Active,Coins Group,Crypto Projects Venture,Hong Kong,2017,"May 29, 2022",0,3,--
Active,Skyman Ventures,Crypto-Native Fund,--,--,"May 27, 2022",0,9,--
Active,HTX,- -,- -,2013,"May 26, 2022",0,3,--
Active,ValueStream Ventures,Traditional Fund,United States,--,"May 26, 2022",0,2,--
Active,AG Build,Traditional Enterprises,--,--,"May 26, 2022",0,2,--
Active,Jeneration Capital,Traditional Fund,--,2015,"May 25, 2022",0,1,--
Active,BitDAO,- -,- -,2021,"May 24, 2022",0,3,--
Active,RSE Ventures,Traditional Fund,--,--,"May 24, 2022",0,3,--
Active,Celo Foundation,- -,- -,2017,"May 24, 2022",0,2,--
Active,London Venture Partners,Traditional Fund,--,--,"May 22, 2022",0,3,--
Active,Ivy Ventures,Traditional Fund,United States,--,"May 20, 2022",0,1,--
Active,Moonbirds,- -,- -,2022,"May 20, 2022",0,1,--
Active,World of Women,- -,- -,2021,"May 20, 2022",0,1,--
Active,Strong Ventures,Traditional Fund,--,--,"May 20, 2022",0,3,--
Active,Sterling VC,Traditional Fund,--,--,"May 19, 2022",0,6,--
Active,KeenCrypto,Crypto-Native Fund,--,--,"May 19, 2022",0,2,--
Active,Ferrum Network,- -,- -,2018,"May 19, 2022",0,4,--
Active,C2X,- -,- -,2021,"May 19, 2022",0,2,--
Active,Upside Partnership,Traditional Fund,--,2014,"May 18, 2022",0,3,--
Active,Hutt Capital,Crypto-Native Fund,--,--,"May 18, 2022",0,4,$23.4 M
Active,EXA Finance,- -,France,2021,"May 18, 2022",0,1,--
Active,NFKings,- -,- -,--,"May 18, 2022",0,1,--
Active,OrcaDAO,- -,- -,2021,"May 18, 2022",0,1,--
Active,Zero2Launch,Traditional Enterprises,--,--,"May 18, 2022",0,4,--
Active,Fjord Foundry,- -,- -,2021,"May 17, 2022",0,1,--
Active,IBA Ventures,Others,--,--,"May 17, 2022",0,4,--
Active,Ignition Fund（Rho Capital）,Traditional Enterprises,--,--,"May 17, 2022",0,3,--
Active,Nansen,- -,Singapore,2019,"May 17, 2022",0,3,--
Active,Red Light Management,Traditional Enterprises,United States,1991,"May 17, 2022",0,1,--
Active,Mei Ah Capital Holdings,Traditional Enterprises,Hong Kong,--,"May 16, 2022",0,1,--
Active,Edvance International,Traditional Enterprises,Hong Kong,2002,"May 16, 2022",0,1,--
Active,Chimeras,- -,- -,2021,"May 15, 2022",0,1,--
Active,Dawn Capital,Traditional Fund,--,--,"May 15, 2022",0,2,--
Active,Acala,- -,- -,2019,"May 13, 2022",0,1,--
Active,Felix Capital,Traditional Fund,Britain,2014,"May 13, 2022",0,2,--
Active,QuickNode,- -,United States,2017,"May 13, 2022",0,1,--
Active,Declaration Partners,Traditional Fund,United States,2012,"May 12, 2022",0,4,--
Active,ICO Pantera,- -,Korea,--,"May 12, 2022",0,7,--
Active,6K Starter,Crypto-Native Fund,United States,2017,"May 11, 2022",0,5,--
Active,tokenova,Crypto-Native Fund,--,2021,"May 11, 2022",0,7,--
Active,BlackPool,- -,- -,2020,"May 11, 2022",0,3,--
Active,Blackstone,Traditional Enterprises,United States,1985,"May 11, 2022",0,1,--
Active,FundersClub,Traditional Fund,--,2012,"May 11, 2022",0,8,--
Active,OneFootball,- -,Germany,--,"May 10, 2022",0,2,--
Active,General Atlantic,Traditional Fund,--,--,"May 10, 2022",0,2,--
Active,BNB Chain Fund,Crypto Projects Venture,--,2021,"May 10, 2022",0,23,--
Active,thirdweb,- -,United States,2021,"May 10, 2022",0,1,--
Active,Wells Fargo,Traditional Enterprises,--,1852,"May 10, 2022",0,3,--
Active,GreenHorns Capital,Crypto-Native Fund,--,--,"May 10, 2022",0,2,--
Active,Fidelity Investments,Traditional Enterprises,United States,1946,"May 10, 2022",0,7,--
Active,MC Ventures,Crypto-Native Fund,--,--,"May 10, 2022",0,12,--
Active,Stripes,Traditional Fund,United States,--,"May 10, 2022",0,2,--
Active,BlockchainSpace,- -,- -,--,"May 10, 2022",0,2,--
Active,IOST,- -,Chinese Mainland,2017,"May 09, 2022",0,5,--
Active,Unlock Venture Partners,Traditional Fund,United States,2017,"May 09, 2022",0,2,--
Active,Premier Partners,Traditional Enterprises,--,--,"May 09, 2022",0,1,--
Active,Shinhan Capital,Traditional Enterprises,Korea,1991,"May 09, 2022",0,2,--
Active,DeSpace,- -,- -,2020,"May 07, 2022",0,2,--
Active,Vestigium,Crypto-Native Fund,Korea,--,"May 07, 2022",0,7,--
Active,Illusionist Group,Crypto-Native Fund,Vietnam,2020,"May 06, 2022",0,12,--
Active,NAB Ventures,Traditional Enterprises,Australia,--,"May 04, 2022",0,1,--
Active,Chicago Trading Company,Traditional Enterprises,United States,--,"May 04, 2022",0,2,--
Active,Unshackled Ventures,Traditional Fund,United States,2015,"May 03, 2022",0,2,--
Active,HoneyDAO,- -,- -,2021,"May 03, 2022",0,8,--
Active,Afropolitan,- -,- -,2016,"May 03, 2022",0,1,--
Active,Kiln,- -,France,2018,"May 01, 2022",0,1,--
Active,Everse Capital,Traditional Fund,--,--,"Apr 29, 2022",0,20,--
Active,Bharat Founders Fund,Traditional Fund,--,--,"Apr 29, 2022",0,1,--
Active,Alsara Investment Group,Traditional Fund,--,--,"Apr 28, 2022",0,2,--
Active,HTC,Traditional Enterprises,Taiwan,1997,"Apr 28, 2022",0,3,--
Active,Kaiko,- -,France,2014,"Apr 28, 2022",0,1,--
Active,RIT Capital Partners,Traditional Enterprises,Britain,1961,"Apr 28, 2022",0,4,--
Active,Senator Investment Group,Others,United States,--,"Apr 28, 2022",0,5,--
Active,Alpaca VC,Traditional Fund,--,--,"Apr 28, 2022",0,4,--
Active,Imec Istart,Traditional Fund,--,--,"Apr 28, 2022",0,1,--
Active,Highstreet,- -,Canada,2019,"Apr 28, 2022",0,1,--
Active,SoftBank Latin America Fund,Traditional Fund,--,--,"Apr 28, 2022",0,6,--
Active,Access Ventures,Traditional Fund,--,--,"Apr 27, 2022",0,5,--
Active,BankProv,Traditional Enterprises,United States,--,"Apr 27, 2022",0,1,--
Active,Dentsu Ventures,Traditional Fund,Japan,--,"Apr 27, 2022",0,2,--
Active,Lightbank,Traditional Fund,--,--,"Apr 26, 2022",0,1,--
Active,Baksh Capital,Traditional Fund,--,--,"Apr 26, 2022",0,3,--
Active,Bluewatch Ventures,Traditional Fund,--,--,"Apr 26, 2022",0,1,--
Active,TheVentureCity,Traditional Fund,--,--,"Apr 26, 2022",0,2,--
Active,Ellipti Ventures,Traditional Fund,Korea,2020,"Apr 26, 2022",0,18,--
Active,Fir Capital,Traditional Fund,--,1999,"Apr 26, 2022",0,1,--
Active,Almora Capital,Crypto-Native Fund,--,--,"Apr 26, 2022",0,2,--
Active,Exceptional Capital,Traditional Fund,--,2022,"Apr 26, 2022",0,1,--
Active,Kharis Capital,Traditional Fund,--,--,"Apr 26, 2022",0,1,--
Active,Moonwhale Ventures,Crypto-Native Fund,Singapore,2017,"Apr 26, 2022",0,59,--
Active,MOVE Capital,Crypto-Native Fund,--,--,"Apr 26, 2022",0,9,--
Active,Crypto.com,- -,- -,2016,"Apr 26, 2022",0,4,--
Active,Lunatic Capital,Crypto-Native Fund,--,2021,"Apr 26, 2022",0,2,--
Active,Company Ventures,Traditional Fund,--,--,"Apr 26, 2022",0,1,--
Active,Opensea,- -,United States,2017,"Apr 25, 2022",0,2,--
Active,Opensea,- -,United States,2017,"Apr 25, 2022",0,2,--
Active,3iQ,- -,Canada,2012,"Apr 25, 2022",0,1,--
Active,LATOKEN,- -,- -,2017,"Apr 24, 2022",0,1,--
Active,PlayNity,- -,- -,2021,"Apr 23, 2022",0,1,--
Active,BullPerks,- -,- -,--,"Apr 23, 2022",0,5,--
Active,JUN Capital,Crypto-Native Fund,Canada,2017,"Apr 23, 2022",0,9,--
Active,Liontree,Traditional Fund,United States,2012,"Apr 23, 2022",0,4,--
Active,Unizen,- -,- -,2020,"Apr 23, 2022",0,1,--
Active,TenOneTen Ventures,Traditional Fund,--,--,"Apr 22, 2022",0,2,--
Active,ApeBond,- -,- -,2021,"Apr 21, 2022",0,1,--
Active,G2 Venture Partners (G2VP),Traditional Fund,--,--,"Apr 21, 2022",0,1,--
Active,Generate Capital,Traditional Fund,--,--,"Apr 21, 2022",0,2,--
Active,MixMob,- -,- -,2021,"Apr 21, 2022",0,1,--
Active,BlockDesk Ventures,Crypto-Native Fund,--,--,"Apr 21, 2022",0,3,--
Active,Presight Capital,Traditional Fund,--,--,"Apr 21, 2022",0,1,--
Active,Dream Capital,Traditional Enterprises,India,2008,"Apr 21, 2022",0,1,--
Active,OVN Capital,Traditional Fund,--,--,"Apr 20, 2022",0,1,--
Active,Nauta Capital,Traditional Fund,--,--,"Apr 20, 2022",0,1,--
Active,Aspida,- -,- -,2023,"Apr 20, 2022",0,1,--
Active,Boston Seed Capital,Traditional Fund,--,--,"Apr 20, 2022",0,1,--
Active,Okta Ventures,Traditional Fund,--,--,"Apr 20, 2022",0,1,--
Active,Convergence,- -,- -,2021,"Apr 20, 2022",0,1,--
Active,JustIntel,- -,- -,2022,"Apr 19, 2022",0,1,--
Active,Fitz Gate Ventures,Traditional Fund,--,2016,"Apr 19, 2022",0,1,--
Active,Eidetic Ventures,Traditional Fund,--,--,"Apr 19, 2022",0,1,--
Active,DCM Ventures,Traditional Fund,--,--,"Apr 19, 2022",0,7,--
Active,Next Chymia Consulting,- -,- -,--,"Apr 19, 2022",0,1,--
Active,Arable Protocol,- -,- -,2021,"Apr 19, 2022",0,1,--
Active,7percent Ventures,Traditional Fund,Britain,2014,"Apr 19, 2022",0,3,--
Active,Crypto Oasis,- -,- -,--,"Apr 19, 2022",0,1,--
Active,Next Chymia Consulting,- -,- -,--,"Apr 19, 2022",0,1,--
Active,7percent Ventures,Traditional Fund,Britain,2014,"Apr 19, 2022",0,3,--
Active,Sopris Capital,Traditional Fund,--,--,"Apr 17, 2022",0,1,--
Active,Voodoo Ventures,Traditional Fund,--,--,"Apr 17, 2022",0,1,--
Active,Abstraction Ventures,Traditional Fund,United States,--,"Apr 17, 2022",0,1,--
Active,Enzac Research,Crypto-Native Fund,Hong Kong,2021,"Apr 15, 2022",0,3,--
Active,BlockPact Capital,Crypto-Native Fund,--,--,"Apr 15, 2022",0,7,--
Active,Qi Capital,- -,- -,2021,"Apr 15, 2022",0,8,--
Active,Fatima Gobi Ventures,Traditional Fund,--,2019,"Apr 15, 2022",0,1,--
Active,Apollo Safe,- -,- -,2021,"Apr 15, 2022",0,1,--
Active,BroadLight Capital,Traditional Fund,United States,2021,"Apr 13, 2022",0,1,--
Active,Future Capital,Traditional Fund,Chinese Mainland,2014,"Apr 13, 2022",0,2,--
Active,PolySign,- -,United States,2018,"Apr 13, 2022",0,1,--
Active,GT Capital,Crypto-Native Fund,--,--,"Apr 13, 2022",0,3,--
Active,21Shares,- -,Switzerland,2018,"Apr 13, 2022",0,2,--
Active,Time Ventures,Traditional Fund,--,--,"Apr 13, 2022",0,4,--
Active,Pattern Research,Crypto-Native Fund,--,--,"Apr 12, 2022",0,3,--
Active,Forerunner Ventures,Traditional Fund,United States,--,"Apr 12, 2022",0,3,--
Active,100 Acre Ventures,Crypto-Native Fund,--,2020,"Apr 12, 2022",0,1,--
Active,Silver Lake,Traditional Fund,--,--,"Apr 12, 2022",0,3,--
Active,CCP Games,- -,- -,--,"Apr 12, 2022",0,1,--
Active,Halls Investments,Traditional Fund,South Africa,2004,"Apr 11, 2022",0,1,--
Active,Solidity Ventures,Crypto-Native Fund,--,2020,"Apr 11, 2022",0,18,--
Active,Twin Apex Capital,Crypto-Native Fund,--,--,"Apr 10, 2022",0,9,--
Active,HanDAO,- -,Korea,2021,"Apr 09, 2022",0,4,--
Active,PIF Nation,- -,"Singapore, Philippines",2021,"Apr 08, 2022",0,3,--
Active,Hunt Technology Ventures,Traditional Fund,United States,--,"Apr 08, 2022",0,1,--
Active,SoftBank Opportunity Fund,Traditional Fund,--,2020,"Apr 07, 2022",0,4,--
Active,Fast Ventures,Traditional Fund,--,2019,"Apr 07, 2022",0,1,--
Active,Skyline Capital,Others,--,--,"Apr 06, 2022",0,1,--
Active,Insight Partners,Traditional Fund,United States,1995,"Apr 06, 2022",0,6,--
Active,Advent International,Traditional Fund,--,--,"Apr 06, 2022",0,1,--
Active,Gold House,Traditional Fund,--,--,"Apr 06, 2022",0,1,--
Active,Skyline Capital,Others,--,--,"Apr 06, 2022",0,1,--
Active,CoinSmart,- -,Canada,2018,"Apr 06, 2022",0,1,--
Active,Cboe Global Markets,Traditional Enterprises,--,--,"Apr 06, 2022",0,3,--
Active,Sugar Capital,Traditional Fund,--,--,"Apr 06, 2022",0,1,--
Active,Highland Capital Partners,Traditional Enterprises,Britain,1987,"Apr 06, 2022",0,2,--
Active,Mimesis Capital,Others,--,--,"Apr 06, 2022",0,2,--
Active,10X Capital,Traditional Fund,United States,--,"Apr 06, 2022",0,4,--
Active,RRE Ventures,Traditional Fund,United States,--,"Apr 06, 2022",0,16,--
Active,Lum Network,- -,- -,--,"Apr 05, 2022",0,1,--
Active,Danxia Capital,Crypto-Native Fund,--,--,"Apr 05, 2022",0,2,--
Active,Media Asia,Traditional Enterprises,--,--,"Apr 04, 2022",0,1,--
Active,QCP Soteria,Crypto Projects Venture,Singapore,2018,"Apr 04, 2022",0,11,--
Active,Moonray,- -,- -,--,"Apr 02, 2022",0,1,--
Active,Kenzo Labs,Crypto-Native Fund,--,--,"Apr 02, 2022",0,3,--
Active,DST Global,Traditional Fund,--,--,"Apr 01, 2022",0,8,--
Active,Starry Night Capital,Crypto-Native Fund,--,2021,"Apr 01, 2022",0,1,--
Active,BAYZ,- -,Brazil,2021,"Mar 31, 2022",0,2,--
Active,Ignite Ventures,Crypto Projects Venture,--,--,"Mar 31, 2022",0,7,--
Active,Element Ventures,Traditional Fund,Britain,--,"Mar 31, 2022",0,3,--
Active,Pala,- -,- -,2022,"Mar 31, 2022",0,1,--
Active,Blowfish Studios,- -,Australia,2010,"Mar 30, 2022",0,1,--
Active,BlockFills,- -,- -,2018,"Mar 30, 2022",0,1,--
Active,Seedify.fund,- -,- -,2021,"Mar 30, 2022",0,4,--
Active,TokenInsight,- -,Chinese Mainland,2018,"Mar 30, 2022",0,6,--
Active,Zokyo,- -,- -,2019,"Mar 30, 2022",0,9,--
Active,Protofire,- -,United States,2017,"Mar 30, 2022",0,1,--
Active,Foundation,- -,United States,--,"Mar 30, 2022",0,1,--
Active,Venrock,Traditional Fund,United States,1969,"Mar 30, 2022",0,4,--
Active,Seedify.fund,- -,- -,2021,"Mar 30, 2022",0,4,--
Active,Foundation,- -,United States,--,"Mar 30, 2022",0,1,--
Active,Dystopia,- -,- -,2022,"Mar 30, 2022",0,1,--
Active,Falcon Capital,Traditional Fund,--,--,"Mar 29, 2022",0,1,--
Active,Newave Capital,Crypto Projects Venture,Singapore,2019,"Mar 24, 2022",0,7,--
Active,Panda Capital,Crypto-Native Fund,Hong Kong,2018,"Mar 24, 2022",0,6,--
Active,FMFW.io,- -,- -,2019,"Mar 24, 2022",0,1,--
Active,PNYX Ventures,Crypto-Native Fund,--,2020,"Mar 24, 2022",0,23,--
Active,SM Entertainment,Traditional Enterprises,Korea,--,"Mar 24, 2022",0,1,--
Active,ZB Capital,Crypto Projects Venture,--,2021,"Mar 24, 2022",0,8,--
Active,NeptuneDAO,- -,- -,2021,"Mar 23, 2022",0,3,--
Active,SVK Crypto,Crypto-Native Fund,Britain,2017,"Mar 23, 2022",0,4,--
Active,Darma Cash,- -,- -,2019,"Mar 23, 2022",0,1,--
Active,Ubeswap,- -,- -,--,"Mar 22, 2022",0,1,--
Active,Metaverse Magna,- -,Federal Republic of Nigeria,2021,"Mar 22, 2022",0,1,--
Active,Adidas Ventures,Traditional Enterprises,--,--,"Mar 22, 2022",0,1,--
Active,Cobalt,- -,- -,2015,"Mar 22, 2022",0,2,--
Active,Genies,- -,United States,--,"Mar 22, 2022",0,1,--
Active,Asymmetries Technologies,- -,Chinese Mainland,2019,"Mar 22, 2022",0,3,--
Active,Artist Capital,Traditional Fund,--,--,"Mar 22, 2022",0,3,--
Active,Davoa Capital,Traditional Fund,United States,--,"Mar 22, 2022",0,4,--
Active,Coins.ph,- -,Philippines,2014,"Mar 22, 2022",0,1,--
Active,Celo,- -,United States,2017,"Mar 22, 2022",0,1,--
Active,Olive Tree Capital,Others,--,2013,"Mar 22, 2022",0,3,--
Active,HTR Group,- -,Vietnam,2017,"Mar 22, 2022",0,1,--
Active,PlayDapp,- -,Korea,2019,"Mar 20, 2022",0,1,--
Active,Rogue VC,Traditional Fund,United States,2021,"Mar 17, 2022",0,1,--
Active,Pintu,- -,Indonesia,2020,"Mar 16, 2022",0,1,--
Active,MANTRA,- -,Hong Kong,2020,"Mar 16, 2022",0,7,--
Active,Pintu,- -,Indonesia,2020,"Mar 16, 2022",0,1,--
Active,Pulsar Finance,- -,- -,2021,"Mar 16, 2022",0,1,--
Active,Crowdcreate,- -,- -,--,"Mar 16, 2022",0,2,--
Active,Nyan Heroes,- -,- -,--,"Mar 15, 2022",0,2,--
Active,APENFT,- -,Chinese Mainland,--,"Mar 15, 2022",0,2,--
Active,Third Point,Traditional Fund,United States,1995,"Mar 15, 2022",0,6,--
Active,First Check Ventures,Traditional Fund,--,2020,"Mar 15, 2022",0,2,--
Active,Venturra Capital,Traditional Fund,--,--,"Mar 15, 2022",0,3,--
Active,C Capital,Traditional Fund,--,--,"Mar 15, 2022",0,3,--
Active,TruePNL,- -,- -,2020,"Mar 15, 2022",0,1,--
Active,XT Labs,Crypto-Native Fund,Mexico,2018,"Mar 14, 2022",0,3,--
Active,Trader Joe,- -,- -,--,"Mar 11, 2022",0,1,--
Active,InnMind,- -,Spain,2015,"Mar 11, 2022",0,2,--
Active,Bitcoin.com,- -,"Japan, United States",2015,"Mar 11, 2022",0,22,--
Active,Blumberg Capital,Traditional Fund,United States,1991,"Mar 10, 2022",0,1,--
Active,Ibex Investors,Traditional Fund,United States,--,"Mar 10, 2022",0,1,--
Active,Two Hop Ventures,Traditional Fund,--,--,"Mar 10, 2022",0,1,--
Active,Panoramic Ventures,Traditional Fund,United States,--,"Mar 10, 2022",0,2,--
Active,SNS,- -,- -,2020,"Mar 09, 2022",0,1,--
Active,Umbrella Network,- -,- -,2020,"Mar 09, 2022",0,2,--
Active,LayerX Capital,Crypto-Native Fund,--,--,"Mar 08, 2022",0,5,--
Active,Zerion,- -,United States,2017,"Mar 08, 2022",0,3,--
Active,BAM Ventures,Traditional Fund,--,2014,"Mar 08, 2022",0,3,--
Active,GTA Ventures,Crypto-Native Fund,--,--,"Mar 08, 2022",0,13,--
Active,T&G Ventures,Traditional Fund,Korea,--,"Mar 08, 2022",0,1,--
Active,Capital 6 Eagle,Traditional Fund,--,--,"Mar 07, 2022",0,2,--
Active,PlanckerDAO,- -,- -,2022,"Mar 07, 2022",0,1,--
Active,Argo Blockchain,- -,Britain,2017,"Mar 07, 2022",0,2,--
Active,Naspers,Traditional Enterprises,South Africa,--,"Mar 07, 2022",0,1,--
Active,Kerve Capital,Crypto-Native Fund,--,--,"Mar 05, 2022",0,3,--
Active,Paribus Ventures,Crypto-Native Fund,--,--,"Mar 04, 2022",0,8,--
Active,AcadArena,- -,Philippines,2019,"Mar 04, 2022",0,2,--
Active,Founder Collective,Traditional Fund,--,--,"Mar 04, 2022",0,5,--
Active,Non-Fungible Labs,- -,New Zealand,2021,"Mar 03, 2022",0,1,--
Active,Parachain Ventures,Traditional Enterprises,--,--,"Mar 03, 2022",0,3,--
Active,Wave 7,Traditional Fund,--,2013,"Mar 03, 2022",0,5,--
Active,PoolTogether,- -,- -,2019,"Mar 03, 2022",0,1,--
Active,DAOSquare,- -,Chinese Mainland,2019,"Mar 03, 2022",0,4,--
Active,Honeyland,- -,Turkey,2021,"Mar 03, 2022",0,1,--
Active,SnapFingers DAO,- -,Chinese Mainland,--,"Mar 02, 2022",0,2,--
Active,Ti Capital,Crypto-Native Fund,Chinese Mainland,2020,"Mar 02, 2022",0,3,--
Active,Crasolum,Crypto-Native Fund,--,--,"Mar 02, 2022",0,6,--
