Rank,Name,Price,Market Cap,FDV,Ecosystem,Exchange
1070,Lithium Finance LITH,$0.00063,$4.17 M,$6.35 M,"Polygon, (soon)",CoinEx
1071,stake.link SDL,$0.3025,$4.25 M,$30.66 M,"Ethereum, Arbitrum",
1071,Darwinia Network RING,$0.0025,$4.25 M,$5.27 M,Polkadot,CoinEx
1071,Gala Music MUSIC,$0.034,$4.29 M,$5.18 M,Ethereum,
1072,MagicCraft MCRT,$0.001,$4.2 M,$6.79 M,BNB Chain,
1073,Shiryo SHIRYO,$0.0000000000043,$4.2 M,$5.29 M,"Ethereum, Polygon",MEXC
1075,Cookie3 COOKIE,$0.06,$4.16 M,$60.13 M,"Ethereum, Polygon, BNB Chain, Arbitrum","Phemex, Bilaxy, CoinEx"
1075,Whales Market WHALES,$0.1694,$4.14 M,$22.48 M,Solana,
1076,BlueMove MOVE,$0.024,$4.09 M,$7.52 M,"Aptos, Sui",
1078,Cadence CAD,$0.1336,$4.2 M,$33.5 M,Canto,
1079,UNKJD MBS,$0.0064,$4.06 M,$6.54 M,"Solana, Base",
1080,Bridge Oracle BRG,$0.00049,$3.94 M,$5.36 M,BNB Chain,
1081,Yield Yak YAK,$396.17,$3.95 M,$4.13 M,Avalanche,
1081,Vela Exchange VELA,$0.2035,$3.97 M,$3.99 M,Arbitrum,CoinEx
1082,Chappyz CHAPZ,$0.0016,$4.02 M,$16.93 M,,
1084,SpaceCatch CATCH,$0.3551,$3.91 M,$35.51 M,BNB Chain,
1085,Efinity EFI,$0.044,$3.9 M,$89.78 M,Polkadot,
1086,UpBots UBXN,$0.01,$5.5 M,$3.92 M,,
1087,Clipper SAIL,$0.0084,$3.89 M,$9.58 M,"Ethereum, Polygon, Arbitrum, Optimism, Base, Moonriver, Mantle",
1088,Meanfi MEAN,$0.019,$3.86 M,$5.18 M,Solana,
1089,BlockGames BLOCK,$0.046,$3.85 M,$46.21 M,,
1091,Lybra Finance LBR,$0.068,$3.77 M,$4.71 M,Ethereum,
1092,Notional Finance NOTE,$0.079,$3.75 M,$7.94 M,"Ethereum, Arbitrum",CoinEx
1093,Shade Protocol SHD,$1.23,$3.79 M,$12.27 M,Secret Network,
1093,XeggeX XPE,$0.1793,$3.73 M,$4.2 M,,XT.COM
1095,Saros Finance SAROS,$0.0014,$3.74 M,$14.24 M,Solana,"CoinEx, BTSE"
1095,Decentralized ETF DETF,$0.037,$3.72 M,$3.99 M,Ethereum,
1096,LayerAI LAI,$0.011,$3.72 M,$36.06 M,Ethereum,
1097,UnMarshal MARSH,$0.072,$3.7 M,$7.21 M,"Ethereum, Polygon, BNB Chain, Moonbeam, Mantle",
1098,DXdao DXD,$158.12,$3.71 M,$3.71 M,Ethereum,
1099,SocialGood SG,$0.156,$3.69 M,$4.26 M,Ethereum,
1100,Big Data Protocol BDP,$0.1502,$3.62 M,$9.86 M,Ethereum,FameEX
1100,analoS ANALOS,$0.000037,$3.7 M,$4.58 M,Solana,
1101,HMX HMX,$1.81,$3.63 M,$18.13 M,"Arbitrum, Blast",
1103,Algebra ALGB,$0.0086,$3.56 M,$7.43 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Base, Fantom, Harmony, Mantle",
1104,Spheroid Universe SPH,$0.0016,$3.6 M,$3.45 M,,
1105,Lynex LYNX,$0.074,$3.58 M,$17.36 M,Linea,
1106,Oxbull OXB,$0.548,$3.59 M,$5.34 M,"BNB Chain, Arbitrum",
1107,Mint Club MINT,$0.0000031,$3.56 M,$4.06 M,BNB Chain,Gate.io
1108,Panther Protocol ZKP,$0.01,$3.54 M,$3.55 M,"Ethereum, Polygon, Avalanche, (soon), Near, (soon), MultiversX, (soon)",
1109,KAP Games KAP,$0.027,$3.53 M,$33.56 M,Ethereum,
1109,TENT TENT,$0.09,$3.5 M,$7.61 M,,
1110,ValleyDAO GROW,$0.5532,$3.52 M,$16.26 M,,
1112,Inspect INSP,$0.017,$3.44 M,$17.59 M,,"Bitget, Bybit, KuCoin, Bilaxy, CoinEx"
1113,YuanChain YCC,$0.00069,$3.45 M,$6.96 M,,
1114,GameZone GZONE,$0.0081,$3.43 M,$3.69 M,,
1115,BRN Metaverse BRN,$0.1412,$3.42 M,$5.46 M,"BNB Chain, (soon), Reef, (soon)",
1116,Rubic RBC,$0.019,$3.43 M,$3.48 M,"Bitcoin, Ethereum, Polygon, BNB Chain, Solana, Avalanche, Arbitrum, Optimism, Base, ZkSync, Linea, Near, Fantom, Gnosis Chain, Scroll, Celo, Boba, Harmony, Aurora, Cronos, Metis, Oasis, Fuse, Telos, EOS, Hedera, Flow, Klaytn, Internet Computer, Polygon zkEVM, Sui, Osmosis, Kava, Astar, Moonriver, Moonbeam, Tezos, Algorand, Tron, Stellar, Waves, Secret Network, Mantle, OKC, Velas, Ontology, Zilliqa, Manta, NEO, Pulsechain, TON",
1117,Horizon Protocol HZN,$0.019,$3.4 M,$4.96 M,BNB Chain,Bitrue
1117,Beethoven X BEETS,$0.017,$3.39 M,$4.87 M,"Optimism, Fantom",
1120,Mirror Protocol MIR,$0.021,$3.37 M,$8.58 M,Terra Classic,HitBTC
1120,LiquidDriver LQDR,$0.3281,$3.34 M,$3.37 M,Fantom,
1121,Tenet Protocol TENET,$0.0079,$3.35 M,$9.56 M,Cosmos,"HTX, Bitget, Bybit, KuCoin"
1121,Gains Associates GAINS,$0.062,$3.32 M,$6.23 M,"Ethereum, BNB Chain",
1124,Quidd QUIDD,$0.011,$3.28 M,$13.95 M,,"QuickSwap, SushiSwap"
1124,Rainicorn RAINI,$0.0067,$3.3 M,$3.39 M,"Ethereum, BNB Chain",
1125,Geeq GEEQ,$0.062,$3.23 M,$6.3 M,,
1126,Bitcoin.com VERSE,$0.00016,$3.24 M,$32.9 M,,BitMart
1127,OpenLeverage OLE,$0.017,$3.23 M,$17.15 M,"Ethereum, BNB Chain, Arbitrum, Scroll, KCC",KuCoin
1128,Reboot GG,$0.019,$3.19 M,$19.42 M,Arbitrum,
1129,EML Protocol EML,$0.079,$3.17 M,$159.62 M,Ethereum,
1130,Beoble BBL,$0.014,$3.09 M,$14.55 M,"Ethereum, Polygon, Arbitrum, Optimism","HTX, Bitget, Bybit, KuCoin, CoinEx"
1130,Hydranet HDN,$0.019,$3.17 M,$6.2 M,,
1131,Crypterium CRPT,$0.036,$3.14 M,$3.86 M,,"CoinEx, HitBTC"
1132,Sphynx SPHYNX,$0.002,$3.13 M,$3.64 M,BNB Chain,
1134,TriumphX TRIX,$0.0006,$3.11 M,$6.07 M,,
1135,Dvision Network DVI,$0.012,$3.11 M,$12.58 M,"Ethereum, BNB Chain","MEXC, Gate.io, CoinEx"
1136,Wombat Exchange WOM,$0.013,$3.08 M,$14.05 M,"Ethereum, BNB Chain, Avalanche, Arbitrum, Optimism, Base, Scroll","MEXC, CoinEx"
1137,Kleva Protocol KLEVA,$0.056,$3.08 M,$4.79 M,Klaytn,
1138,Bumper  BUMP,$0.015,$3.07 M,$4.76 M,Ethereum,BitMart
1139,Ordibank ORBK,$0.0083,$3.07 M,$8.8 M,"Bitcoin, Ethereum",Bilaxy
1140,Lifeform LFT,$0.025,$3.04 M,$25.45 M,,"Bitget, Bybit, KuCoin"
1142,Kylin KYL,$0.011,$3.04 M,$11.26 M,Polkadot,Gate.io
1143,B.Protocol BPRO,$0.6355,$3 M,$3 M,"Ethereum, Polygon, Arbitrum, Fantom",
1144,AshSwap ASH,$0.01,$2.98 M,$10.18 M,MultiversX,
1144,Anchor Protocol ANC,$0.0085,$3.01 M,$8.77 M,Terra Classic,"MEXC, Gate.io"
1145,Vesper VSP,$0.3468,$2.95 M,$4.15 M,"Ethereum, Polygon, Avalanche, Optimism",
1146,Umbrella Network UMB,$0.0076,$2.95 M,$3.17 M,"Ethereum, Polygon, BNB Chain, Solana, Avalanche, Arbitrum",
1147,Super Zero Protocol SERO,$0.0069,$2.93 M,$4.52 M,,
1148,BoringDAO BORING,$0.0018,$2.95 M,$3.2 M,"Bitcoin, Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Fantom, Gnosis Chain, Boba, Harmony, Aurora, Metis, Oasis, IoTeX, KCC, HECO, Dogechain, Litecoin",
1149,Efforce WOZX,$0.0047,$2.96 M,$5.49 M,,
1150,Fiefdom FIEF,$0.00081,$2.94 M,$8.62 M,"Ethereum, Arbitrum",
1151,KUMA Protocol MIMO,$0.0055,$2.92 M,$5.23 M,"Ethereum, (soon), Linea, (soon)",
1152,Metronome MET,$0.4731,$2.96 M,$6.73 M,"Ethereum, Optimism",
1153,Onomy NOM,$0.032,$2.91 M,$5.41 M,Cosmos,BingX
1154,LABEL Foundation LBL,$0.0025,$2.86 M,$7.53 M,"Ethereum, BNB Chain",Coinone
1154,DOGAMÃ DOGA,$0.0051,$2.86 M,$5.13 M,"Tezos, (soon)",
1155,Idle IDLE,$0.3331,$2.86 M,$4.71 M,"Ethereum, Polygon, Polygon zkEVM",SushiSwap
1157,Convergence CONV,$0.00071,$2.82 M,$7.21 M,"Ethereum, Moonbeam",
1158,Gamestarter GAME,$0.091,$2.79 M,$9.17 M,"Ethereum, Polygon, BNB Chain",
1159,Revain REV,$0.000033,$2.83 M,$1.12 M,,HitBTC
1160,Arcana Network XAR,$0.037,$2.81 M,$37.25 M,,Bybit
1161,Cypherium CPH,$0.0051,$2.78 M,$34.98 M,,
1162,OMAX OMAX,$0.00031,$2.79 M,$2.85 M,,"LBank, BitMart"
1163,Crypto Unicorns / Laguna Games RBW,$0.011,$2.77 M,$11.22 M,Arbitrum,
1164,Mars4 MARS4,$0.00069,$2.78 M,$2.99 M,,"KuCoin, MEXC, SushiSwap"
1165,Vabble VAB,$0.0033,$2.75 M,$4.73 M,,
1166,Africarare Ubuntu UBU,$0.039,$2.76 M,$40.2 M,,
1167,Sora Validator VAL,$0.04,$2.73 M,$5.4 M,,
1168,Hourglass WAIT,$0.027,$2.72 M,$2.88 M,,"MEXC, BitMart"
1169,Dope Wars PAPER,$0.0029,$2.68 M,$4.68 M,Ethereum,
1170,MOBY MOBY,$0.067,$2.66 M,$6.84 M,X Layer,Bilaxy
1171,Ispolink ISP,$0.00088,$2.65 M,$8.86 M,BNB Chain,
1172,ROCO Finance ROCO,$0.071,$2.62 M,$7.2 M,"Polygon, BNB Chain, Avalanche, SKALE",Coinstore
1172,Jones DAO JONES,$0.5152,$2.65 M,$5.43 M,"Arbitrum, Polygon, (soon), Avalanche, (soon)",CoinEx
1173,Exeedme XED,$0.029,$2.64 M,$3.28 M,Ethereum,CoinEx
1174,DEUS Finance DEUS,$18.77,$2.6 M,$6.32 M,Fantom,
1174,NMKR NMKR,$0.0013,$2.63 M,--,Cardano,
1176,Juicebox JBX,$0.0013,$2.62 M,$2.95 M,Ethereum,
1177,Splinterlands SPS,$0.0053,$2.61 M,$7.11 M,Hive,CoinEx
1178,PureFi UFI,$0.035,$2.59 M,$3.6 M,"Ethereum, Polygon, BNB Chain",
1180,Suiswap SSWP,$0.00025,$2.54 M,$3.54 M,Sui,
1181,Veloce VEXT,$0.014,$2.55 M,$5.12 M,"Ethereum, Polygon",
1182,Deri Protocol DERI,$0.019,$2.55 M,$9.45 M,"Ethereum, Polygon, BNB Chain, Arbitrum, ZkSync",
1184,Sudoswap SUDO,$0.1015,$2.55 M,$6.18 M,Ethereum,
1185,Allbridge ABR,$0.1281,$2.54 M,$12.41 M,"Ethereum, Polygon, BNB Chain, Solana, Avalanche, Near, Fantom, Celo, Harmony, Aurora, Fuse, Terra Classic, Stacks, HECO",
1185,DAD DAD,$0.0036,$2.53 M,$4.7 M,,
1186,Space Falcon FCON,$0.00014,$2.51 M,$2.75 M,Solana,
1187,Youves YOU,$0.6404,$2.48 M,$2.74 M,Tezos,
1188,NerveNetwork NVT,$0.006,$2.47 M,$12.75 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Linea, Fantom, Harmony, Cronos, Metis, IoTeX, Klaytn, Polygon zkEVM, Tron, KCC, OKC, HECO, EOS EVM, NULS, SmartBCH",
1190,Forj BONDLY,$0.0025,$2.46 M,$2.76 M,"Ethereum, BNB Chain","QuickSwap, SushiSwap"
1191,Choise.com CHO,$0.022,$2.46 M,$22.52 M,,
1192,Grizzly.fi GHNY,$1.81,$2.46 M,$2.55 M,BNB Chain,
1193,Dypius DYP,$0.024,$2.44 M,$5.66 M,"Ethereum, BNB Chain, Avalanche","HTX, KuCoin, MEXC, Gate.io"
1194,Imaginary Ones BUBBLE,$0.0029,$2.45 M,$29.49 M,Ethereum,
1195,Ramses RAM,$0.018,$2.44 M,$13.61 M,Arbitrum,
1195,Etherisc DIP,$0.01,$2.47 M,$10.3 M,"Ethereum, Gnosis Chain",
1196,ritestream RITE,$0.013,$2.43 M,$13.37 M,BNB Chain,
1197,Plian PI,$0.0023,$2.43 M,$3.61 M,,"Gate.io, LATOKEN"
1198,Raven Protocol RAVEN,$0.00052,$2.36 M,$6.36 M,BNB Chain,
1200,GYM Network GYMNET,$0.019,$2.4 M,$10.18 M,BNB Chain,"XT.COM, LBank, BitMart"
1200,Canxium CAU,$2.82,$2.37 M,$3.5 M,,
1201,Octavia VIA,$0.07,$2.35 M,$8.68 M,,"Bitget, MEXC, Gate.io"
1203,Y2K Finance Y2K,$0.3759,$2.33 M,$9.11 M,Arbitrum,
1203,PoolTogether POOL,$0.4039,$2.34 M,$4.11 M,"Ethereum, Polygon, BNB Chain, Avalanche, Optimism, Celo","QuickSwap, SushiSwap"
1204,Ordinalsbot TRIO,$1.33,$2.32 M,$27.85 M,Bitcoin,"MEXC, Gate.io"
1205,Rari Capital RGT,$0.2052,$2.3 M,$2.75 M,"Ethereum, Arbitrum",
1205,Source Protocol SRCX,$0.0078,$2.31 M,$2.32 M,Cosmos,
1207,Holograph HLG,$0.0014,$2.25 M,$14.87 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Base, Linea, Zora, Mantle",CoinEx
1207,X2Y2 X2Y2,$0.006,$2.28 M,$4.02 M,Ethereum,"MEXC, BIGONE, CoinEx"
1208,PolkaBridge PBR,$0.031,$2.28 M,$3.05 M,"Ethereum, Polygon, BNB Chain, Harmony, Polkadot, Astar, Moonriver","MEXC, Gate.io, CoinEx"
1209,Neutrino XTN,$0.028,$2.28 M,$2.31 M,Waves,
1211,My DeFi Pet DPET,$0.045,$2.26 M,$4.69 M,"BNB Chain, KardiaChain",
1212,Forgotten Playland FP,$0.0041,$2.25 M,$48.22 M,,XT.COM
1213,Sensorium SENSO,$0.032,$2.27 M,$23.12 M,,
1215,Florence Finance FFM,$0.026,$2.22 M,$25.72 M,"Ethereum, Arbitrum",
1216,Turbos Finance TURBOS,$0.0011,$2.21 M,$4.4 M,Sui,
1216,Dfyn Network DFYN,$0.011,$2.23 M,$2.67 M,"Polygon, Arbitrum, Fantom","KuCoin, MEXC, Gate.io"
1217,MainnetZ NETZ,$0.0068,$2.2 M,$6.19 M,,
1218,OccamDAO OCC,$0.086,$2.18 M,$8.57 M,"Cosmos, Milkomeda","Bilaxy, HitBTC"
1219,Kommunitas KOM,$0.0013,$2.18 M,$3.03 M,"Polygon, Arbitrum","MEXC, QuickSwap"
1219,ChainGuardians CGG,$0.019,$2.17 M,$2.4 M,"Ethereum, Polygon",
1221,Calamari Network KMA,$0.00051,$2.16 M,$5.17 M,Kusama,"MEXC, Gate.io"
1222,Concave CNV,$6.35,$2.11 M,$7.64 M,,
1223,Effect Network EFX,$0.01,$2.16 M,$8.38 M,"BNB Chain, EOS",
1225,Lattice Exchange LTX,$0.067,$2.13 M,$6.77 M,,
1225,Reflexer FLX,$2.39,$2.15 M,$2.85 M,Ethereum,CoinEx
1226,Kine Protocol KINE,$0.1049,$2.11 M,$10.65 M,"Ethereum, Polygon, BNB Chain, Avalanche",
1227,Wam WAM,$0.0031,$2.11 M,$3.45 M,MultiversX,"LATOKEN, Bitrue"
1228,InfinityBit IBIT,$0.00056,$2.1 M,$3.7 M,,
1229,Razor Network RAZOR,$0.0037,$2.1 M,$4.14 M,"SKALE, Ethereum, (soon), Polygon, (soon)",
1230,Bullieverse $BULL,$0.0027,$2.08 M,$3.04 M,"Polygon, Mantle, (soon)",
1231,Zookeeper ZOO,$0.0043,$2.05 M,$2.37 M,"Avalanche, Wanchain",
1232,OmniCat OMNI,$0.000049,$2.05 M,$2.73 M,"Ethereum, Solana, Base",
1233,Pegaxy PGX,$0.0047,$2.04 M,$4.75 M,Polygon,
1233,White Whale WHALE,$0.0042,$2.06 M,$2.6 M,"Sei Network, Juno, Terra 2.0, Injective, Comdex",
1234,Meta Apes PEEL,$0.011,$2.05 M,$2.94 M,"BNB Chain, Base, Linea, Polygon zkEVM",
1236,Quick Intel QUICKI,$0.025,$2.04 M,$3.01 M,Arbitrum,
1237,Libertum LBM,$0.046,$2.03 M,$11.08 M,Base,
1238,Hop Protocol HOP,$0.026,$2 M,$26.77 M,"Ethereum, Polygon, Arbitrum, Optimism, Gnosis Chain, ZkSync, (soon), Scroll, (soon), Base, (testnet), Linea, (testnet)",CoinEx
1240,Interlay INTR,$0.013,$1.98 M,$13.04 M,,
1241,MBD Financials MBD,$0.000076,$1.98 M,$3.73 M,,
1241,Jarvis Network JRT,$0.0049,$1.97 M,$2.73 M,"Ethereum, Polygon, BNB Chain, Gnosis Chain",
1242,Alvey WALV,$0.0062,$1.98 M,$1.98 M,Ethereum,Uniswap
1243,CitaDAO KNIGHT,$0.0013,$1.98 M,$13.64 M,"Ethereum, Avalanche",
1244,holoride RIDE,$0.0023,$2.02 M,$2.38 M,,
1245,SinVerse SIN,$0.0029,$1.98 M,$3.47 M,BNB Chain,
1246,Levana Protocol LVN,$0.02,$1.97 M,$20.62 M,"Sei Network, Osmosis, Injective",
1247,UnoRe UNO,$0.014,$1.97 M,$4.68 M,BNB Chain,
1248,DerivaDEX DDX,$0.037,$1.97 M,$1.98 M,"Ethereum, (soon)",
1249,ApeBond ABOND,$0.01,$2.03 M,$5.73 M,"Ethereum, Polygon, BNB Chain, Arbitrum, Optimism, Base, Linea, Fantom, Gnosis Chain, Telos, Polygon zkEVM, LightLink",Bilaxy
1249,Nada Protocol NADA,$0.0016,$1.92 M,--,Hedera,Poloniex
1252,Cryowar CWAR,$0.0071,$1.95 M,$7.14 M,Solana,CoinEx
1252,LootBot LOOT,$0.2451,$1.93 M,$2.79 M,,"LBank, BingX"
1253,Crowny CRWNY,$0.0027,$1.92 M,$4.16 M,"Solana, (soon)",
1253,OATH OATH,$0.012,$1.92 M,$2.45 M,Ethereum,
1255,SOMESING SSX,$0.00038,$1.91 M,$2.32 M,,
1256,Saakuru SKR,$0.022,$1.92 M,$22.51 M,,
1257,WeFi WEFI,$0.045,$1.91 M,$4.95 M,"Polygon, ZkSync, Linea, XDC Network",MEXC
1258,Eclipse Fi ECLIP,$0.036,$1.9 M,$12.52 M,Neutron,
1258,Wicrypt WNT,$0.045,$1.89 M,$9.08 M,,
1260,Level Finance LVL,$0.1095,$1.9 M,$3.03 M,BNB Chain,CoinEx
1261,Gold Fever NGL,$0.047,$1.91 M,$7.83 M,Ethereum,CoinEx
1262,Archimedes ARCH,$0.1403,$1.89 M,$14.03 M,Ethereum,
1263,Alchemist MIST,$0.7782,$1.88 M,$2.09 M,,
1264,Friends With Benefitsï¼FWBï¼ FWB,$3.15,$1.87 M,$3.16 M,,
1266,MetaZero MZERO,$0.018,$1.87 M,$2.44 M,Ethereum,
1266,Saffron Finance SFI,$23.48,$1.87 M,$2.07 M,Ethereum,Bilaxy
1267,CropBytes CBX,$0.0066,$1.86 M,$4.44 M,Polygon,BTSE
1268,TokenSight TKST,$0.042,$1.87 M,$4.26 M,,BingX
1269,Avocado DAO AVG,$0.018,$1.85 M,$18.04 M,,
1269,Giveth GIV,$0.0065,$1.84 M,$6.58 M,"BNB Chain, Gnosis Chain",
1270,TunaChain TUNA,$0.034,$1.84 M,$8.79 M,Bitcoin,
1272,BetSwirl BETS,$0.00037,$1.84 M,$3.27 M,"Polygon, BNB Chain, Avalanche, Arbitrum",
1273,Titanium22 TI,$0.000000011,$1.83 M,$3.32 M,Ethereum,Bilaxy
1274,NetSwap NETT,$0.1906,$1.82 M,$2.31 M,Metis,
1275,Hummingbot HBOT,$0.0033,$1.82 M,$3.05 M,,
1276,hi HI,$0.00047,$1.79 M,$4.73 M,,BitMart
1277,Aether Games AEG,$0.022,$1.79 M,$22.34 M,,
1278,Metalcore MCG,$0.0045,$1.78 M,$13.78 M,Immutable X,
1279,Savvy SVY,$0.059,$1.79 M,$5.18 M,"Arbitrum, Avalanche, (soon)",
1280,Global Coin Research GCR,$0.1757,$1.75 M,$1.75 M,Ethereum,
1281,LandRocker LRT,$0.003,$1.7 M,$30.01 M,,BingX
1282,GooseFX GOFX,$0.0053,$1.68 M,$3.72 M,Solana,
1282,Polkamarkets POLK,$0.017,$1.7 M,$1.78 M,"Moonriver, Moonbeam","LATOKEN, BitMart"
1284,Standard Protocol STND,$0.018,$1.68 M,$1.91 M,"Linea, Mode",
1285,DSLA Protocol DSLA,$0.0003,$1.68 M,$1.94 M,"Ethereum, Polygon, Avalanche, Arbitrum, Linea, (soon)",
1286,Yup YUP,$0.038,$1.68 M,$3.17 M,Polygon,"QuickSwap, CoinEx"
1288,Fuzion FUZN,$0.0097,$1.66 M,$2.6 M,Kujira,
1289,Retreeb TREEB,$0.0024,$1.66 M,$3.2 M,Fantom,
1290,Kromatika KROM,$0.02,$1.64 M,$2.18 M,"Ethereum, Polygon, Arbitrum, Optimism",
1291,Hord HORD,$0.0065,$1.64 M,$2.22 M,"Ethereum, BNB Chain, (soon)",
1292,Karlsen Network KLS,$0.0015,$1.62 M,$1.81 M,,
1293,Good Games Guild GGG,$0.04,$1.64 M,$5.31 M,"Ethereum, Polygon, BNB Chain, Solana, Avalanche, Fantom","XT.COM, BingX"
1294,AlphaScan ASCN,$0.033,$1.63 M,$1.95 M,,
1295,Walken WLKN,$0.0019,$1.63 M,$4.64 M,Solana,"HTX, Bitget, Bybit, KuCoin, Gate.io, Raydium, Orca, Jupiter, BitMart"
1296,BeFi Labs BEFI,$0.034,$1.62 M,$7.15 M,"Bitcoin, Base",
1298,AngelBlock THOL,$0.0085,$1.6 M,$3.4 M,"Ethereum, Avalanche, (soon), Aleph Zero, (soon)",
1299,ARTEM ARTEM,$0.0042,$1.6 M,$4.39 M,,Gate.io
1300,X World Games XWG,$0.00047,$1.61 M,$4.68 M,BNB Chain,
1300,Crypto Volatility Index GOVI,$0.1036,$1.59 M,$3.99 M,Arbitrum,Gate.io
1301,Pastel Network PSL,$0.00015,$1.59 M,$2.47 M,,"MEXC, Gate.io"
1302,Salt Lending SALT,$0.018,$1.58 M,$2.21 M,,
1303,Lucidao LCD,$0.0056,$1.57 M,$5.02 M,Polygon,
1304,MixMob MXM,$0.011,$1.56 M,$11.69 M,Solana,"MEXC, CoinEx"
1305,ColdStack CLS,$0.085,$1.55 M,$4.91 M,,
1306,GAIA Everworld GAIA,$0.0037,$1.54 M,$2.18 M,"Polygon, (soon), BNB Chain, (soon)",BitMart
1308,Lendle LEND,$0.052,$1.52 M,$6.49 M,Mantle,
1308,mStable MTA,$0.03,$1.54 M,$2.82 M,Ethereum,
1309,Prisma Finance PRISMA,$0.031,$1.52 M,$9.53 M,Ethereum,
1310,BTCST BTCST,$0.2097,$1.52 M,$3.41 M,BNB Chain,
1310,Aurox URUS,$3.15,$1.53 M,$3.34 M,,
1312,Pear PEX,$0.0038,$1.52 M,$26.51 M,BNB Chain,
1313,Alpha Impact FOLO,$0.0052,$1.52 M,$2.47 M,,
1314,Hydro GTH,$0.0038,$1.48 M,$1.75 M,,
1314,Haven Protocol XHV,$0.03,$1.66 M,$1.66 M,,CoinEx
1316,Tierion TNT,$0.0034,$1.45 M,$3.37 M,,
1316,V Systems VSYS,$0.00045,$1.44 M,$2.36 M,,
1318,Bonsai BONSAI,$0.0051,$1.42 M,$6.11 M,Polygon,
1319,Quint QUINT,$0.0077,$1.42 M,$6.08 M,,"MEXC, XT.COM"
1320,apM Coin APM,$0.0038,$1.4 M,$7.84 M,,OKX
1320,Pickle Finance PICKLE,$0.9412,$1.4 M,$3.5 M,"Ethereum, Polygon, Arbitrum, Optimism, Fantom, Gnosis Chain, Aurora, Cronos, Metis, Moonriver, Moonbeam, OKC",
1321,Comsats CSAS,$0.0014,$1.4 M,$1.7 M,,
1322,LATOKEN LA,$0.022,$1.39 M,$9.29 M,,"LATOKEN, HitBTC"
1323,Serenity Shield SERSH,$0.1189,$1.36 M,$14.24 M,,
1324,Juggernaut JGN,$0.013,$1.36 M,$2.31 M,BNB Chain,"MEXC, Gate.io"
1325,Finceptor FINC,$0.043,$1.35 M,$4.33 M,"Ethereum, Polygon, BNB Chain, Avalanche",
1326,Mendi Finance MENDI,$0.069,$1.36 M,$6.94 M,Linea,CoinEx
1328,Juice Finance JUICE,$0.0078,$1.35 M,$7.87 M,Blast,
1328,Spintop SPIN,$0.0046,$1.33 M,$3.39 M,BNB Chain,
1330,Niftyx Protocol SHROOM,$0.026,$1.34 M,$1.99 M,,
1331,Undead Blocks UNDEAD,$0.089,$1.33 M,$44.62 M,"Immutable X, (testnet)",
1331,Paladin Protocol PAL,$0.071,$1.33 M,$4.34 M,Ethereum,
1332,Factor DAO FCTR,$0.087,$1.31 M,$9.04 M,Arbitrum,
1333,Handy HANDY,$0.00024,$1.29 M,$2.99 M,,MEXC
1334,My Crypto Heroes MCHC,$0.047,$1.28 M,$2.35 M,"Ethereum, Polygon",
1335,Thorstarter XRUNE,$0.011,$1.29 M,$7.46 M,"Ethereum, Polygon, ZkSync, Fantom, THORChain, Terra Classic","Gate.io, SushiSwap"
1336,AsMatch ASM,$0.071,$1.28 M,$7.17 M,"Base, Linea, Manta",
1337,Idexo IDO,$0.017,$1.29 M,$1.78 M,"Ethereum, Polygon, BNB Chain, Avalanche, Fantom, OKC",AscendEX
1338,0xLegends TTK,$0.0015,$1.28 M,$1.6 M,,
1339,Seascape Network CWS,$0.2177,$1.25 M,$2.15 M,"Ethereum, BNB Chain, Moonriver","AscendEX, CoinEx"
1340,BorpaToken BORPA,$0.0041,$1.25 M,$5.2 M,"Ethereum, BNB Chain, Solana, Arbitrum, Base",
1341,Polkadex PDEX,$0.1681,$1.25 M,$1.42 M,Polkadot,
1342,Bao Finance BAO,$0.000016,$1.24 M,$16.89 M,"Ethereum, Polygon, BNB Chain, Gnosis Chain",SushiSwap
1343,Ertha ERTHA,$0.001,$1.23 M,$2.17 M,"BNB Chain, (soon)",
1344,NFTb NFTB,$0.0039,$1.22 M,$3.16 M,"Ethereum, Polygon, BNB Chain, Base, SKALE, Klaytn","LATOKEN, BingX, CoinEx"
1345,Opium OPIUM,$0.072,$1.23 M,$7.19 M,"Ethereum, Polygon, BNB Chain, Arbitrum",
1346,UniLayer LAYER,$0.045,$1.23 M,$1.95 M,Ethereum,
1347,BendDAO BEND,$0.00061,$1.21 M,$6.14 M,Ethereum,CoinEx
1348,0xmons XMON,$478.58,$1.2 M,$5.52 M,Ethereum,Gate.io
1349,Edgeware EDG,$0.00016,$1.16 M,$1.2 M,"Polkadot, (soon)",
1350,DxSale SALE,$0.1458,$1.19 M,$13.07 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Fantom, Gnosis Chain, Celo, Harmony, Cronos, Moonriver, Milkomeda, KCC, OKC, HECO, SmartBCH",
1351,Vector Finance VTX,$0.022,$1.19 M,$1.48 M,Avalanche,
1352,Vent Finance VENT,$0.0047,$1.18 M,$1.26 M,,
1353,Tomb TOMB,$0.0038,$1.18 M,$1.45 M,Fantom,
1354,Tune.FM JAM,$0.00011,$1.16 M,$1.49 M,Hedera,
