Name,Tag,Ecology,Hyperlink
Grapes Finance,DeFi、Asset Management,"Ethereum, Algorand, Stellar",https://www.rootdata.com/Projects/detail/Grapes%20Finance?k=Mjk2Nw%3D%3D
Alluvial,DeFi、LSD、Institutional DeFi,"Ethereum, Avalanche",https://www.rootdata.com/Projects/detail/Alluvial?k=Mjk2OQ%3D%3D
StrideSTRD,DeFi、LSD,Cosmos,https://www.rootdata.com/Projects/detail/Stride?k=Mjk3OA%3D%3D
sKCS.io,DeFi、LSD,KCC,https://www.rootdata.com/Projects/detail/sKCS.io?k=Mjk3OQ%3D%3D
EigenLayer,Restaking、Infra、Modular、LSD,Ethereum,https://www.rootdata.com/Projects/detail/EigenLayer?k=Mjk4MA%3D%3D
GoGoPoolGGP,DeFi、LSD,Avalanche,https://www.rootdata.com/Projects/detail/GoGoPool?k=Mjk4MQ%3D%3D
Stake.ly,DeFi、LSD,Klaytn,https://www.rootdata.com/Projects/detail/Stake.ly?k=Mjk4Mw%3D%3D
Unamano,DeFi、LSD,Ethereum,https://www.rootdata.com/Projects/detail/Unamano?k=Mjk4NA%3D%3D
PlaybuxPBUX,DeFi、Metaverse,BNB Chain,https://www.rootdata.com/Projects/detail/Playbux?k=Mjk4Nw%3D%3D
OptiFi,DeFi、Derivatives,Solana,https://www.rootdata.com/Projects/detail/OptiFi?k=Mjk4OA%3D%3D
Dual Finance,DeFi、Derivatives、DOV,Solana,https://www.rootdata.com/Projects/detail/Dual%20Finance?k=Mjk5MA%3D%3D
GammaX,DeFi、Derivatives、Perp,StarkEx,https://www.rootdata.com/Projects/detail/GammaX?k=Mjk5NQ%3D%3D
Vortex Protocol,DeFi、Derivatives、Perp,Sei Network,https://www.rootdata.com/Projects/detail/Vortex%20Protocol?k=Mjk5Ng%3D%3D
Panoptic,DeFi、Derivatives、Options、Uniswap V3 Ecosystem,Base,https://www.rootdata.com/Projects/detail/Panoptic?k=Mjk5Nw%3D%3D
DeltaDex protocol,DeFi、Derivatives、Options,Ethereum,https://www.rootdata.com/Projects/detail/DeltaDex%20protocol?k=MzAwNA%3D%3D
IVX,DeFi、Derivatives、Options,Berachain,https://www.rootdata.com/Projects/detail/IVX?k=MzAwNw%3D%3D
Y2K FinanceY2K,DeFi、Derivatives、Options,Arbitrum,https://www.rootdata.com/Projects/detail/Y2K%20Finance?k=MzAwOA%3D%3D
AevoAEVO,DeFi、Derivatives、Options、Perp,"Ethereum, Arbitrum, Optimism",https://www.rootdata.com/Projects/detail/Aevo?k=MzAwOQ%3D%3D
D3 Labs,Technology Solutions,None,https://www.rootdata.com/Projects/detail/D3%20Labs?k=MzAxMg%3D%3D
Exotic markets,DeFi、Derivatives,Optimism,https://www.rootdata.com/Projects/detail/Exotic%20markets?k=MzAyOA%3D%3D
Contango,DeFi、Derivatives,"Ethereum, Arbitrum",https://www.rootdata.com/Projects/detail/Contango?k=MzAyOQ%3D%3D
ZKXZKX,DeFi、Derivatives,StarkNet,https://www.rootdata.com/Projects/detail/ZKX?k=MzAzMA%3D%3D
Overlay,DeFi、Derivatives,"Ethereum, Arbitrum",https://www.rootdata.com/Projects/detail/Overlay?k=MzAzNw%3D%3D
Vyper Protocol,DeFi、Derivatives,"Solana, Arbitrum",https://www.rootdata.com/Projects/detail/Vyper%20Protocol?k=MzAzOA%3D%3D
Lista DAOLISTA,DeFi、Lending、LSD、Stablecoin Protocol,BNB Chain,https://www.rootdata.com/Projects/detail/Lista%20DAO?k=MzA0Mg%3D%3D
Earnmos,DeFi,Evmos,https://www.rootdata.com/Projects/detail/Earnmos?k=MzA0Nw%3D%3D
MetaPointPOT,Gaming,None,https://www.rootdata.com/Projects/detail/MetaPoint?k=MzA1MQ%3D%3D
TokensFarm,DeFi,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/TokensFarm?k=MzA1Mw%3D%3D
Timeless FinanceLIT,DeFi、Yield Tokenization,"Ethereum, Polygon, Arbitrum",https://www.rootdata.com/Projects/detail/Timeless%20Finance?k=MzA1OA%3D%3D
Drips,DeFi、Streaming Payment,"Ethereum, Polygon",https://www.rootdata.com/Projects/detail/Drips?k=MzA2MA%3D%3D
CometaMETA,DeFi、Liquidity-as-a-Service,Algorand,https://www.rootdata.com/Projects/detail/Cometa?k=MzA2MQ%3D%3D
AvaxFi,DeFi、Lending、Appchain,Avalanche,https://www.rootdata.com/Projects/detail/AvaxFi?k=MzA2Ng%3D%3D
Zest Protocol,DeFi、Lending、Credit Lending,Stacks,https://www.rootdata.com/Projects/detail/Zest%20Protocol?k=MzA3NA%3D%3D
Ithil,DeFi、Lending,Arbitrum,https://www.rootdata.com/Projects/detail/Ithil?k=MzA3OA%3D%3D
dAMM,DeFi、Lending、Institutional DeFi,"Ethereum, Polygon, Avalanche",https://www.rootdata.com/Projects/detail/dAMM?k=MzA4MQ%3D%3D
MYSO Finance,DeFi、Lending,Mantle,https://www.rootdata.com/Projects/detail/MYSO%20Finance?k=MzA4NA%3D%3D
Interest ProtocolIPT,DeFi、Lending,Ethereum,https://www.rootdata.com/Projects/detail/Interest%20Protocol?k=MzA4OA%3D%3D
WTF Academy,Crypto Education,None,https://www.rootdata.com/Projects/detail/WTF%20Academy?k=MzA4OQ%3D%3D
AstridDAOATID,DeFi、Lending,Astar,https://www.rootdata.com/Projects/detail/AstridDAO?k=MzA5MA%3D%3D
Membrane Finance,DeFi、Lending,Osmosis,https://www.rootdata.com/Projects/detail/Membrane%20Finance?k=MzA5Mg%3D%3D
Canto Lending,DeFi、Lending,Canto,https://www.rootdata.com/Projects/detail/Canto%20Lending?k=MzEwMQ%3D%3D
EraLend,DeFi、Lending,ZkSync,https://www.rootdata.com/Projects/detail/EraLend?k=MzEwNA%3D%3D
KlapKLAP,DeFi、Lending,Klaytn,https://www.rootdata.com/Projects/detail/Klap?k=MzEwNQ%3D%3D
NostraNSTR,DeFi、Lending,StarkNet,https://www.rootdata.com/Projects/detail/Nostra?k=MzExMA%3D%3D
Fountain ProtocolFTP,DeFi、Lending,Oasis,https://www.rootdata.com/Projects/detail/Fountain%20Protocol?k=MzExMg%3D%3D
LP Finance,DeFi、Synthetic Assets,Solana,https://www.rootdata.com/Projects/detail/LP%20Finance?k=MzExOQ%3D%3D
Pharaoh Protocol,DeFi、Synthetic Assets,Sei Network,https://www.rootdata.com/Projects/detail/Pharaoh%20Protocol?k=MzEyMA%3D%3D
August,DeFi、Institutional DeFi,Avalanche,https://www.rootdata.com/Projects/detail/August?k=MzEyMQ%3D%3D
Re,DeFi、Insurance,Avalanche,https://www.rootdata.com/Projects/detail/Re?k=MzEyOA%3D%3D
QuintQUINT,DeFi,None,https://www.rootdata.com/Projects/detail/Quint?k=MzEzNw%3D%3D
Pony FinancePONY,DeFi,Ethereum,https://www.rootdata.com/Projects/detail/Pony%20Finance?k=MzE0NA%3D%3D
Scalara,DeFi,None,https://www.rootdata.com/Projects/detail/Scalara?k=MzE0NQ%3D%3D
Jia,DeFi、Lending,Celo,https://www.rootdata.com/Projects/detail/Jia?k=MzE0Ng%3D%3D
Root,DeFi,Ethereum,https://www.rootdata.com/Projects/detail/Root?k=MzE0OQ%3D%3D
Gaur Money,DeFi,Cronos,https://www.rootdata.com/Projects/detail/Gaur%20Money?k=MzE1Mg%3D%3D
STFXSTFX,DeFi、Asset Management、 Onchain Fund,"Ethereum, Arbitrum",https://www.rootdata.com/Projects/detail/STFX?k=MzE1Ng%3D%3D
Aera,DAO Solutions、On-Chain Financing Solutions,"Ethereum, Polygon",https://www.rootdata.com/Projects/detail/Aera?k=MzE2MA%3D%3D
General Magic,DAO Solutions、Charity,None,https://www.rootdata.com/Projects/detail/General%20Magic?k=MzE2MQ%3D%3D
Outcome.Finance,DAO Solutions,None,https://www.rootdata.com/Projects/detail/Outcome.Finance?k=MzE3MA%3D%3D
DeThings,Crypto Media,None,https://www.rootdata.com/Projects/detail/DeThings?k=MzE3MQ%3D%3D
CrayonDAO,DAO Solutions,None,https://www.rootdata.com/Projects/detail/CrayonDAO?k=MzE3OA%3D%3D
Loop Crypto,Infra、Payments,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Loop%20Crypto?k=MzE3OQ%3D%3D
Neighborhood,DAO Solutions,None,https://www.rootdata.com/Projects/detail/Neighborhood?k=MzE4MQ%3D%3D
DAOLens,DAO Solutions,None,https://www.rootdata.com/Projects/detail/DAOLens?k=MzE4Mw%3D%3D
Cryptoant,DAO Solutions,None,https://www.rootdata.com/Projects/detail/Cryptoant?k=MzE5Mg%3D%3D
DAOlink,DAO Solutions,None,https://www.rootdata.com/Projects/detail/DAOlink?k=MzE5Nw%3D%3D
DAOCrossing,DAO Solutions,None,https://www.rootdata.com/Projects/detail/DAOCrossing?k=MzIwMg%3D%3D
Vibe Bio,DAO、DeSci、Medical health,None,https://www.rootdata.com/Projects/detail/Vibe%20Bio?k=MzIwNA%3D%3D
FishDAO,DAO、Investment DAO,None,https://www.rootdata.com/Projects/detail/FishDAO?k=MzIxMQ%3D%3D
MixMarvel DAO Venture,DAO、Investment DAO,None,https://www.rootdata.com/Projects/detail/MixMarvel%20DAO%20Venture?k=MzIxNQ%3D%3D
Spaceship DAO,DAO、Investment DAO,Ethereum,https://www.rootdata.com/Projects/detail/Spaceship%20DAO?k=MzIxNg%3D%3D
Arkive,DAO、Collector DAO,None,https://www.rootdata.com/Projects/detail/Arkive?k=MzIyMA%3D%3D
VillageDAO,DAO、Service DAO,Ethereum,https://www.rootdata.com/Projects/detail/VillageDAO?k=MzIyNg%3D%3D
LXDAO,DAO、Service DAO,None,https://www.rootdata.com/Projects/detail/LXDAO?k=MzIyOA%3D%3D
CreatorDAO,DAO、Service DAO,None,https://www.rootdata.com/Projects/detail/CreatorDAO?k=MzIyOQ%3D%3D
Risk DAO,DAO、Security Solutions、Security Audit,None,https://www.rootdata.com/Projects/detail/Risk%20DAO?k=MzIzMw%3D%3D
UnicornDAO,DAO,None,https://www.rootdata.com/Projects/detail/UnicornDAO?k=MzIzNA%3D%3D
Flower Power,DAO,None,https://www.rootdata.com/Projects/detail/Flower%20Power?k=MzIzOQ%3D%3D
PwnedNoMore,DAO,None,https://www.rootdata.com/Projects/detail/PwnedNoMore?k=MzI0NA%3D%3D
IreneDAO,DAO,None,https://www.rootdata.com/Projects/detail/IreneDAO?k=MzI0NQ%3D%3D
BarrelDAO,DAO,Solana,https://www.rootdata.com/Projects/detail/BarrelDAO?k=MzI0OQ%3D%3D
DFK ChainJEWEL,Appchain、Avalanche Subnet,Avalanche,https://www.rootdata.com/Projects/detail/DFK%20Chain?k=MzI2OQ%3D%3D
Escher,NFT、NFT marketplace、Digital Art,Ethereum,https://www.rootdata.com/Projects/detail/Escher?k=MzI3Mg%3D%3D
Jambo,Infra,None,https://www.rootdata.com/Projects/detail/Jambo?k=MzI3OA%3D%3D
Muusic,Creator Economy、Music,None,https://www.rootdata.com/Projects/detail/Muusic?k=MzI4MA%3D%3D
universaldot.me,Freelancer market,None,https://www.rootdata.com/Projects/detail/universaldot.me?k=MzI5MQ%3D%3D
Playground,Gaming、Game Platforms,None,https://www.rootdata.com/Projects/detail/Playground?k=MzI5Mg%3D%3D
Future Quest,Gaming、Launchpad,None,https://www.rootdata.com/Projects/detail/Future%20Quest?k=MzI5NQ%3D%3D
PinkMustache,Crypto Consulting,None,https://www.rootdata.com/Projects/detail/PinkMustache?k=MzI5OA%3D%3D
CryptoOracle,Crypto Consulting,None,https://www.rootdata.com/Projects/detail/CryptoOracle?k=MzMwMQ%3D%3D
Lightspark,Lightning Network Ecosystem,None,https://www.rootdata.com/Projects/detail/Lightspark?k=MzMwOA%3D%3D
BitFrog,CeFi、CEX、Socia Trading,None,https://www.rootdata.com/Projects/detail/BitFrog?k=MzMxNA%3D%3D
Param LabsPARAM,Gaming、Studio,None,https://www.rootdata.com/Projects/detail/Param%20Labs?k=MzMyMw%3D%3D
DAO Research Collective,DAO Solutions、Research Organization,None,https://www.rootdata.com/Projects/detail/DAO%20Research%20Collective?k=MzMzMg%3D%3D
VestLab,Data Market,None,https://www.rootdata.com/Projects/detail/VestLab?k=MzM2Mg%3D%3D
My MetaData,Data & Analysis,None,https://www.rootdata.com/Projects/detail/My%20MetaData?k=MzM2NQ%3D%3D
Lizard,DeFi、DEX,Oasis,https://www.rootdata.com/Projects/detail/Lizard?k=MzM2Ng%3D%3D
Community Labs,Arweave Ecosystem,None,https://www.rootdata.com/Projects/detail/Community%20Labs?k=MzM4OQ%3D%3D
Klay Kingdoms,Gaming,Klaytn,https://www.rootdata.com/Projects/detail/Klay%20Kingdoms?k=MzM5MA%3D%3D
LeetSwapLEET,DeFi、DEX,"Linea, Scroll, Boba",https://www.rootdata.com/Projects/detail/LeetSwap?k=MzQxMg%3D%3D
Pontem Network,Studio,None,https://www.rootdata.com/Projects/detail/Pontem%20Network?k=MzQxOQ%3D%3D
Autonomy,Infra、NFT、Wallet、NFT Display,"Ethereum, Tezos",https://www.rootdata.com/Projects/detail/Autonomy?k=MzQyNQ%3D%3D
Orbis,Infra、Layer2,Cardano,https://www.rootdata.com/Projects/detail/Orbis?k=MzQyOA%3D%3D
Foresight News,Crypto Media,None,https://www.rootdata.com/Projects/detail/Foresight%20News?k=MzQ1OQ%3D%3D
FreeNFT,NFT,"Bitcoin, Ethereum",https://www.rootdata.com/Projects/detail/FreeNFT?k=MzUwNg%3D%3D
Wisdom Labs,Technology Solutions,None,https://www.rootdata.com/Projects/detail/Wisdom%20Labs?k=MzYyNQ%3D%3D
Coherent,Infra、Dev Platform、Blockchain API,None,https://www.rootdata.com/Projects/detail/Coherent?k=MzYzOA%3D%3D
Pagoda,Infra、Dev Platform,Near,https://www.rootdata.com/Projects/detail/Pagoda?k=MzY0Mg%3D%3D
Gatenox,Compliance Solutions,None,https://www.rootdata.com/Projects/detail/Gatenox?k=MzY2MQ%3D%3D
Tres.finance,Tools、Tax & Accounting,None,https://www.rootdata.com/Projects/detail/Tres.finance?k=MzY4MA%3D%3D
Integral,Tools、On-Chain Financing Solutions,None,https://www.rootdata.com/Projects/detail/Integral?k=MzY4MQ%3D%3D
Headquarters,Tools、Tax & Accounting,None,https://www.rootdata.com/Projects/detail/Headquarters?k=MzY4Mg%3D%3D
TwitterScan,Tools、Data & Analysis,None,https://www.rootdata.com/Projects/detail/TwitterScan?k=MzczNQ%3D%3D
Thirdwave,Tools、Data & Analysis,None,https://www.rootdata.com/Projects/detail/Thirdwave?k=MzczNw%3D%3D
GnosisScan,Tools、Blockchain explorer、Blockchain explorer,"BNB Chain, Gnosis Chain",https://www.rootdata.com/Projects/detail/GnosisScan?k=Mzc0MA%3D%3D
Longlist,Tools、Data & Analysis,None,https://www.rootdata.com/Projects/detail/Longlist?k=Mzc0Ng%3D%3D
Earnifi,Tools,None,https://www.rootdata.com/Projects/detail/Earnifi?k=Mzc2OQ%3D%3D
Genesis Venture Studio,Incubator,None,https://www.rootdata.com/Projects/detail/Genesis%20Venture%20Studio?k=Mzc3Ng%3D%3D
Cumberland Lab,Incubator,None,https://www.rootdata.com/Projects/detail/Cumberland%20Lab?k=Mzc3Nw%3D%3D
Huobi Incubator,Incubator,None,https://www.rootdata.com/Projects/detail/Huobi%20Incubator?k=Mzc3OQ%3D%3D
ValleySwapVS,DeFi、DEX,Oasis,https://www.rootdata.com/Projects/detail/ValleySwap?k=Mzc4MQ%3D%3D
Secure3,Security Solutions、Security Audit,None,https://www.rootdata.com/Projects/detail/Secure3?k=MzgwNQ%3D%3D
Salus Security,Security Solutions,None,https://www.rootdata.com/Projects/detail/Salus%20Security?k=MzgyMA%3D%3D
TAI ART,NFT、NFT marketplace,None,https://www.rootdata.com/Projects/detail/TAI%20ART?k=MzgyOA%3D%3D
tokenproof,NFT、Ticketing,None,https://www.rootdata.com/Projects/detail/tokenproof?k=MzgyOQ%3D%3D
Minti Labs,NFT、NFT solutions,None,https://www.rootdata.com/Projects/detail/Minti%20Labs?k=MzgzNg%3D%3D
Liteflow,NFT、NFT solutions,None,https://www.rootdata.com/Projects/detail/Liteflow?k=MzgzNw%3D%3D
Avatree,NFT、Environmental Solutions,Solana,https://www.rootdata.com/Projects/detail/Avatree?k=Mzg0Mw%3D%3D
Hulk Labs,NFT,None,https://www.rootdata.com/Projects/detail/Hulk%20Labs?k=Mzg0OA%3D%3D
1GCX,CeFi、CEX、ReFi、Tokenization of carbon credits,None,https://www.rootdata.com/Projects/detail/1GCX?k=Mzg2OQ%3D%3D
MARA,CeFi、CEX、Wallet,None,https://www.rootdata.com/Projects/detail/MARA?k=Mzg3OA%3D%3D
Oi! Network,SocialFi,Polygon,https://www.rootdata.com/Projects/detail/Oi!%20Network?k=Mzk0Ng%3D%3D
HAQQ NetworkISLM,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/HAQQ%20Network?k=Mzk1OQ%3D%3D
AQX,CeFi、CEX,None,https://www.rootdata.com/Projects/detail/AQX?k=Mzk4MQ%3D%3D
XBO,CeFi、CEX,None,https://www.rootdata.com/Projects/detail/XBO?k=Mzk5Mg%3D%3D
Ferriswheel,CeFi、CEX,None,https://www.rootdata.com/Projects/detail/Ferriswheel?k=NDAyOQ%3D%3D
OrBit,CeFi、Market Makers,None,https://www.rootdata.com/Projects/detail/OrBit?k=NDAzNw%3D%3D
EDX Markets,CeFi、CEX,None,https://www.rootdata.com/Projects/detail/EDX%20Markets?k=NDA0NQ%3D%3D
Dolven Labs,DeFi,None,https://www.rootdata.com/Projects/detail/Dolven%20Labs?k=NDA2MA%3D%3D
Cloudwall Capital,Tools、Data & Analysis,None,https://www.rootdata.com/Projects/detail/Cloudwall%20Capital?k=NDA2Ng%3D%3D
DWF Labs,CeFi、OTC、Market Makers,None,https://www.rootdata.com/Projects/detail/DWF%20Labs?k=NDA3NQ%3D%3D
21.co,CeFi、Asset Management（CeFi）,None,https://www.rootdata.com/Projects/detail/21.co?k=NDA5Nw%3D%3D
SuperWalkGRND,Sports Fitness、Move to Earn,Klaytn,https://www.rootdata.com/Projects/detail/SuperWalk?k=NDEwNw%3D%3D
Xalts,CeFi、Asset Management（CeFi）,None,https://www.rootdata.com/Projects/detail/Xalts?k=NDExNA%3D%3D
Cheq,CeFi、Payments,None,https://www.rootdata.com/Projects/detail/Cheq?k=NDExOQ%3D%3D
Paper,CeFi、Payments,None,https://www.rootdata.com/Projects/detail/Paper?k=NDEyMQ%3D%3D
SignalPlus,CeFi、Derivatives、Options,None,https://www.rootdata.com/Projects/detail/SignalPlus?k=NDEzNA%3D%3D
EZZY GAMEEZY,Sports Fitness、Move to Earn,BNB Chain,https://www.rootdata.com/Projects/detail/EZZY%20GAME?k=NDIwMA%3D%3D
DPEXDPEX,DeFi、Derivatives、Perp,Polygon,https://www.rootdata.com/Projects/detail/DPEX?k=NDIwOQ%3D%3D
KoinBasket,CeFi,None,https://www.rootdata.com/Projects/detail/KoinBasket?k=NDIyNA%3D%3D
UNE,NFT、NFT marketplace、Creator Economy,"Ethereum, BNB Chain",https://www.rootdata.com/Projects/detail/UNE?k=MTM0Mzg%3D
Bixos,RWA,None,https://www.rootdata.com/Projects/detail/Bixos%20?k=MTM0MjU%3D
AnetaBTC,DeFi,Cardano,https://www.rootdata.com/Projects/detail/AnetaBTC?k=MTM0MTU%3D
Moonboots DAOMBDAO,DAO、Investment DAO,None,https://www.rootdata.com/Projects/detail/Moonboots%20DAO?k=MTMzOTM%3D
OrdinalHive,DeFi、DEX、Ordinals,Bitcoin,https://www.rootdata.com/Projects/detail/OrdinalHive?k=MTMzODk%3D
Hibt,CeFi、CEX,None,https://www.rootdata.com/Projects/detail/Hibt?k=MTMzODc%3D
BITFLEX,CeFi、CEX,None,https://www.rootdata.com/Projects/detail/BITFLEX?k=MTMzODM%3D
Athena Ins,DeFi、Insurance,Ethereum,https://www.rootdata.com/Projects/detail/%20Athena%20Ins?k=MTMzODA%3D
Bridgers,DeFi、DEX、Cross-Chain Aggregation DEX,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Bridgers?k=MTMzNDM%3D
LitCraft,Gaming,None,https://www.rootdata.com/Projects/detail/LitCraft?k=MTMzMzY%3D
Promodex,Marketing Solutions,None,https://www.rootdata.com/Projects/detail/Promodex?k=MTMzMzM%3D
Orbital7,Infra、Dev Platform、Ordinals,Bitcoin,https://www.rootdata.com/Projects/detail/Orbital7?k=MTMzMTY%3D
blocmates,Crypto Education,None,https://www.rootdata.com/Projects/detail/blocmates?k=MTMzMTU%3D
Second World GamesSWIO,Gaming,None,https://www.rootdata.com/Projects/detail/Second%20World%20Games?k=MTMyOTg%3D
Fenix Finance,DeFi、DEX、Lending,Blast,https://www.rootdata.com/Projects/detail/Fenix%20Finance?k=MTMyNzc%3D
MobiFi,Travel applications、Lifestyle App,Ethereum,https://www.rootdata.com/Projects/detail/MobiFi?k=MTMyNjc%3D
AnchorZero,Tools、Tax & Accounting,None,https://www.rootdata.com/Projects/detail/AnchorZero?k=MTMyNjY%3D
Cerus Markets,CeFi、CEX,None,https://www.rootdata.com/Projects/detail/Cerus%20Markets?k=MTMyNjQ%3D
The Lost Glitches,Gaming、Card Games,Ethereum,https://www.rootdata.com/Projects/detail/The%20Lost%20Glitches?k=MTMyNTE%3D
Openstory,Tools、Data & Analysis,None,https://www.rootdata.com/Projects/detail/Openstory?k=MTMyNDU%3D
ChipChipGame,Gaming,None,https://www.rootdata.com/Projects/detail/ChipChipGame?k=MTMyMzY%3D
Shaga,Gaming、Game Platforms、DePIN,Solana,https://www.rootdata.com/Projects/detail/Shaga?k=MTMyMzU%3D
AVentures,DAO、Investment DAO,None,https://www.rootdata.com/Projects/detail/AVentures?k=MTMyMjU%3D
CoinUp.io,CeFi、CEX,None,https://www.rootdata.com/Projects/detail/CoinUp.io?k=MTMyMTg%3D
Flippy,Socia Trading,None,https://www.rootdata.com/Projects/detail/Flippy?k=MTMxNzE%3D
Matchain,Infra、Layer2、AI,BNB Chain,https://www.rootdata.com/Projects/detail/Matchain?k=MTMxNjc%3D
NINFA,NFT、Digital Art,"Ethereum, Arbitrum, Base",https://www.rootdata.com/Projects/detail/NINFA?k=MTMxNTA%3D
OMNIA Protocol,Infra、Node Service,None,https://www.rootdata.com/Projects/detail/OMNIA%20Protocol?k=MTMxNDk%3D
BBAChain,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/BBAChain?k=MTMxMTQ%3D
Glo Dollar,DeFi、Stablecoin Protocol,"Ethereum, Polygon, Arbitrum",https://www.rootdata.com/Projects/detail/Glo%20Dollar?k=MTMwNzE%3D
Angry Dynomites Lab,Gaming、NFT solutions,Polygon,https://www.rootdata.com/Projects/detail/Angry%20Dynomites%20Lab?k=MTMwNjY%3D
Megapont,NFT、NFT solutions,None,https://www.rootdata.com/Projects/detail/Megapont?k=MTMwNjM%3D
NFT Insider,Crypto Media,None,https://www.rootdata.com/Projects/detail/NFT%20Insider?k=MTMwNDE%3D
WonderHero,Gaming,None,https://www.rootdata.com/Projects/detail/WonderHero?k=MTMwMjg%3D
WireMin,Social、Social Communication,None,https://www.rootdata.com/Projects/detail/WireMin?k=MTMwMjU%3D
Sabai Protocol,RWA,None,https://www.rootdata.com/Projects/detail/Sabai%20Protocol?k=MTMwMTg%3D
WalletikaWLTK,Infra、Wallet,BNB Chain,https://www.rootdata.com/Projects/detail/Walletika?k=MTMwMTc%3D
Virtuals Protocol,AI Agents、AI,Base,https://www.rootdata.com/Projects/detail/Virtuals%20Protocol?k=MTI5ODk%3D
Stable Jack,DeFi、Stablecoin Protocol,Avalanche,https://www.rootdata.com/Projects/detail/Stable%20Jack?k=MTI5ODU%3D
BeeBlock,CeFi、NFT、CEX,None,https://www.rootdata.com/Projects/detail/BeeBlock?k=MTI5ODA%3D
Evermoon,Gaming,Immutable X,https://www.rootdata.com/Projects/detail/Evermoon?k=MTI5NzI%3D
MeAI,Lifestyle App,Polygon,https://www.rootdata.com/Projects/detail/MeAI?k=MTI5NTg%3D
Kinode,Infra,None,https://www.rootdata.com/Projects/detail/Kinode?k=MTI5MzA%3D
Insilico Terminal,Tools、Trading robot,None,https://www.rootdata.com/Projects/detail/Insilico%20Terminal?k=MTI4OTU%3D
Feature,Creator Economy、Entertainment,Avalanche,https://www.rootdata.com/Projects/detail/Feature?k=MTI4OTI%3D
Accseal,Infra、zk,None,https://www.rootdata.com/Projects/detail/Accseal?k=MTI4NTE%3D
Surreal,Creator Economy,Zora,https://www.rootdata.com/Projects/detail/Surreal?k=MTI4Mzc%3D
Rehide,Tools、zk,None,https://www.rootdata.com/Projects/detail/Rehide?k=MTI4MzQ%3D
Nexis Network,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Nexis%20Network?k=MTI4MDc%3D
Glue,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Glue?k=MTI4MDI%3D
Victory Chain,Infra、Layer2,None,https://www.rootdata.com/Projects/detail/Victory%20Chain?k=MTI3NDA%3D
Warlock,DeFi、MEV,Ethereum,https://www.rootdata.com/Projects/detail/Warlock?k=MTI3MjU%3D
Komet,NFT、NFT marketplace,Polygon,https://www.rootdata.com/Projects/detail/Komet?k=MTI2OTU%3D
Coolman's Universe,NFT、Meme,"Ethereum, Solana",https://www.rootdata.com/Projects/detail/Coolman's%20Universe?k=MTI2ODA%3D
Elympics,Gaming,None,https://www.rootdata.com/Projects/detail/Elympics?k=MTI2NDU%3D
DwellFi,CeFi Solutions,None,https://www.rootdata.com/Projects/detail/DwellFi?k=MTI2MzU%3D
STR8FIRE,Gaming、Game Platforms,None,https://www.rootdata.com/Projects/detail/STR8FIRE?k=MTI2MTc%3D
LunarStorm,Gaming、Game Platforms,Polygon,https://www.rootdata.com/Projects/detail/LunarStorm?k=MTI2MTY%3D
Dracoo World,Gaming,"Ethereum, BNB Chain, Base",https://www.rootdata.com/Projects/detail/Dracoo%20World?k=MTI2MTM%3D
Choise,Infra、Wallet,None,https://www.rootdata.com/Projects/detail/Choise?k=MTI1ODQ%3D
Soul ProtocolSOUL,DeFi,"Avalanche, Fantom",https://www.rootdata.com/Projects/detail/Soul%20Protocol?k=MTI1NTk%3D
eBTC,DeFi、Debt Marketplace、Lending、Synthetic Assets,Ethereum,https://www.rootdata.com/Projects/detail/eBTC?k=MTI1NTE%3D
Web3M,Tools、Marketing Solutions,None,https://www.rootdata.com/Projects/detail/Web3M?k=MTI1MzI%3D
Ethereum Credit Guild,DeFi、Lending,"Arbitrum, Optimism, Base",https://www.rootdata.com/Projects/detail/Ethereum%20Credit%20Guild?k=MTI1MTg%3D
Boosty Labs,Software Development,None,https://www.rootdata.com/Projects/detail/Boosty%20Labs?k=MTI1MTY%3D
SeaCows,NFT、NFTFi、NFT AMM,Ethereum,https://www.rootdata.com/Projects/detail/SeaCows?k=MTI1MDU%3D
DARKTIMES,Gaming,None,https://www.rootdata.com/Projects/detail/DARKTIMES?k=MTI1MDM%3D
XSTAR,Infra、DID,None,https://www.rootdata.com/Projects/detail/XSTAR?k=MTI1MDE%3D
AbstraDEX,DeFi、DEX,"Blast, ZetaChain, X Layer",https://www.rootdata.com/Projects/detail/AbstraDEX?k=MTI0NzU%3D
MumubitMCTP,NFT、Launchpad,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Mumubit?k=MTI0NTY%3D
Infinite Launch,Launchpad,"Ethereum, Polygon, BNB Chain",https://www.rootdata.com/Projects/detail/Infinite%20Launch?k=MTI0Mzc%3D
SolrDAO,DAO、Investment DAO,None,https://www.rootdata.com/Projects/detail/SolrDAO?k=MTI0MzU%3D
Hailstone Labs,Incubator、Crypto Consulting,None,https://www.rootdata.com/Projects/detail/Hailstone%20Labs?k=MTI0MzM%3D
